episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,timesteps_this_iter,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,num_healthy_workers,trial_id,experiment_tag,custom_metrics/bytes_per_rule_mean,custom_metrics/bytes_per_rule_min,custom_metrics/bytes_per_rule_max,custom_metrics/memory_access_mean,custom_metrics/memory_access_min,custom_metrics/memory_access_max,custom_metrics/exceeded_max_depth_mean,custom_metrics/exceeded_max_depth_min,custom_metrics/exceeded_max_depth_max,custom_metrics/tree_depth_mean,custom_metrics/tree_depth_min,custom_metrics/tree_depth_max,custom_metrics/nodes_remaining_mean,custom_metrics/nodes_remaining_min,custom_metrics/nodes_remaining_max,custom_metrics/rules_remaining_mean,custom_metrics/rules_remaining_min,custom_metrics/rules_remaining_max,custom_metrics/num_nodes_mean,custom_metrics/num_nodes_min,custom_metrics/num_nodes_max,custom_metrics/partition_fraction_mean,custom_metrics/partition_fraction_min,custom_metrics/partition_fraction_max,custom_metrics/num_splits_mean,custom_metrics/num_splits_min,custom_metrics/num_splits_max,custom_metrics/tree_depth_valid_mean,custom_metrics/tree_depth_valid_min,custom_metrics/tree_depth_valid_max,custom_metrics/num_nodes_valid_mean,custom_metrics/num_nodes_valid_min,custom_metrics/num_nodes_valid_max,custom_metrics/num_splits_valid_mean,custom_metrics/num_splits_valid_min,custom_metrics/num_splits_valid_max,custom_metrics/bytes_per_rule_valid_mean,custom_metrics/bytes_per_rule_valid_min,custom_metrics/bytes_per_rule_valid_max,custom_metrics/memory_access_valid_mean,custom_metrics/memory_access_valid_min,custom_metrics/memory_access_valid_max,sampler_perf/mean_env_wait_ms,sampler_perf/mean_processing_ms,sampler_perf/mean_inference_ms,info/num_steps_trained,info/num_steps_sampled,info/sample_time_ms,info/load_time_ms,info/grad_time_ms,info/update_time_ms,perf/cpu_util_percent,perf/ram_util_percent,info/learner/default_policy/cur_kl_coeff,info/learner/default_policy/cur_lr,info/learner/default_policy/total_loss,info/learner/default_policy/policy_loss,info/learner/default_policy/vf_loss,info/learner/default_policy/vf_explained_var,info/learner/default_policy/kl,info/learner/default_policy/entropy,info/learner/default_policy/entropy_coeff
-2532.0,-9347.0,-4572.0,461.25,4,1845,False,1845,4,1,18fc46a28268444d8ad4c556fc2ee418,2021-06-17_13-01-20,1623934880,31.388115882873535,31.388115882873535,11391,gpu-os03,132.68.52.223,31.388115882873535,1845,1,0,03439820,"0_rules=_home_lina_NeuroCuts_packet_classification_classbench_acl5_1k,tree_gae_lambda=0.95",67.38370846730976,25.635584137191856,183.35691318327974,62.75,41,101,73.0,0,292,55.25,35,101,110.0,0,440,231.0,0,924,3908.0,2857,6595,0.00024956517602568734,0.0,0.00035001750087504374,461.25,257,1001,nan,35,44,nan,2857,3211,nan,257,315,nan,25.635584137191856,31.468381564844588,nan,41,65,12.00114763700045,1.334633884037303,1.2032757084392907,1800,1845,26870.603,94.446,4343.721,0.009,15.520930232558142,27.8139534883721,0.20000000298023224,4.999999873689376e-05,194.92987,-0.063141495,195.01869,0.052975222,0.031022677,3.1892428,0.009999999776482582
-2532.0,-10780.0,-5813.6,569.2,1,1001,False,2846,5,2,18fc46a28268444d8ad4c556fc2ee418,2021-06-17_13-01-33,1623934893,12.77682375907898,44.164939641952515,11391,gpu-os03,132.68.52.223,44.164939641952515,2846,2,0,03439820,"0_rules=_home_lina_NeuroCuts_packet_classification_classbench_acl5_1k,tree_gae_lambda=0.95",75.9219721329046,25.635584137191856,183.35691318327974,65.2,41,101,58.4,0,292,59.2,35,101,101.4,0,440,365.4,0,924,4883.8,2857,8787,0.00019965214082054986,0.0,0.00035001750087504374,569.2,257,1001,nan,35,44,nan,2857,3211,nan,257,315,nan,25.635584137191856,31.468381564844588,nan,41,65,11.759384816514428,1.3131351590594735,1.194641840252862,2800,2846,18783.3,48.996,3208.508,0.006,17.527777777777782,27.899999999999995,0.30000001192092896,4.999999873689376e-05,120.0518,-0.06874774,120.142044,0.29676586,0.032044783,3.1100202,0.009999999776482582
-2532.0,-10780.0,-5649.714285714285,605.5714285714286,2,1393,False,4239,7,3,18fc46a28268444d8ad4c556fc2ee418,2021-06-17_13-01-52,1623934912,18.983603715896606,63.14854335784912,11391,gpu-os03,132.68.52.223,63.14854335784912,4239,3,0,03439820,"0_rules=_home_lina_NeuroCuts_packet_classification_classbench_acl5_1k,tree_gae_lambda=0.95",78.28847037207164,25.635584137191856,183.35691318327974,56.42857142857143,34,101,41.714285714285715,0,292,52.142857142857146,34,101,85.57142857142857,0,440,279.57142857142856,0,924,5803.571428571428,2857,11261,0.0001841838904959021,0.0,0.00035001750087504374,605.5714285714286,257,1001,nan,34,44,nan,2857,4945,nan,257,392,nan,25.635584137191856,50.9989281886388,nan,34,65,11.356002375098326,1.2724381465466539,1.188582232070473,4100,4239,17959.367,33.802,3026.495,0.005,18.303846153846152,27.899999999999995,0.44999998807907104,4.999999873689376e-05,16.61945,-0.075967796,16.715042,0.5647061,0.02412637,3.0481238,0.009999999776482582
-2322.0,-10780.0,-5435.777777777777,623.1111111111111,2,1369,False,5608,9,4,18fc46a28268444d8ad4c556fc2ee418,2021-06-17_13-02-14,1623934934,22.338545083999634,85.48708844184875,11391,gpu-os03,132.68.52.223,85.48708844184875,5608,4,0,03439820,"0_rules=_home_lina_NeuroCuts_packet_classification_classbench_acl5_1k,tree_gae_lambda=0.95",82.65761581517208,25.635584137191856,183.35691318327974,50.77777777777778,28,101,32.44444444444444,0,292,47.44444444444444,28,101,66.55555555555556,0,440,217.44444444444446,0,924,6375.444444444444,2857,11311,0.00017349099537225906,0.0,0.00035001750087504374,623.1111111111111,257,1001,nan,28,44,nan,2857,11311,nan,257,948,nan,25.635584137191856,120.91532690246517,nan,28,65,11.225975657802444,1.242308289281839,1.1869000479955538,5400,5608,18375.269,26.046,2946.716,0.005,15.324137931034484,27.89999999999999,0.675000011920929,4.999999873689376e-05,9.845556,-0.06685005,9.929826,0.69218963,0.018373812,2.9821956,0.009999999776482582
-1249.0,-10780.0,-5065.272727272727,615.4545454545455,2,1162,False,6770,11,5,18fc46a28268444d8ad4c556fc2ee418,2021-06-17_13-02-28,1623934948,14.325626850128174,99.81271529197693,11391,gpu-os03,132.68.52.223,99.81271529197693,6770,5,0,03439820,"0_rules=_home_lina_NeuroCuts_packet_classification_classbench_acl5_1k,tree_gae_lambda=0.95",83.56971645717626,25.635584137191856,183.35691318327974,46.81818181818182,25,101,26.545454545454547,0,292,44.09090909090909,25,101,54.45454545454545,0,440,177.9090909090909,0,924,6521.727272727273,2857,11427,0.00018089807511237303,0.0,0.00035001750087504374,615.4545454545455,239,1001,nan,25,44,nan,2857,11427,nan,239,948,nan,25.635584137191856,138.61307609860665,nan,25,65,11.05976281595179,1.2197525829546167,1.187266620988792,6500,6770,17109.256,21.355,2811.882,0.005,19.16190476190476,27.899999999999995,0.675000011920929,4.999999873689376e-05,6.9561825,-0.09529087,7.0662556,0.72284144,0.020949755,2.8923109,0.009999999776482582
-1121.0,-10780.0,-4174.0,527.6666666666666,4,1145,False,7915,15,6,18fc46a28268444d8ad4c556fc2ee418,2021-06-17_13-02-46,1623934966,17.286086559295654,117.09880185127258,11391,gpu-os03,132.68.52.223,117.09880185127258,7915,6,0,03439820,"0_rules=_home_lina_NeuroCuts_packet_classification_classbench_acl5_1k,tree_gae_lambda=0.95",72.86016434440873,25.635584137191856,183.35691318327974,42.4,21,101,19.466666666666665,0,292,40.4,21,101,39.93333333333333,0,440,130.46666666666667,0,924,5740.6,2761,11427,0.00014535942032023,0.0,0.00035001750087504374,527.6666666666666,209,1001,nan,21,44,nan,2761,11427,nan,209,948,nan,25.635584137191856,138.61307609860665,nan,21,65,10.88273004775054,1.1880187287484305,1.1877976434552246,7600,7915,16757.075,18.232,2723.426,0.004,15.93913043478261,27.89999999999999,1.0125000476837158,4.999999873689376e-05,9.107967,-0.08453511,9.204128,0.73003846,0.016664842,2.849926,0.009999999776482582
-891.0,-10780.0,-3666.6315789473683,478.89473684210526,4,1184,False,9099,19,7,18fc46a28268444d8ad4c556fc2ee418,2021-06-17_13-03-03,1623934983,17.661061763763428,134.759863615036,11391,gpu-os03,132.68.52.223,134.759863615036,9099,7,0,03439820,"0_rules=_home_lina_NeuroCuts_packet_classification_classbench_acl5_1k,tree_gae_lambda=0.95",67.70181079708918,25.305466237942124,183.35691318327974,39.526315789473685,21,101,15.368421052631579,0,292,37.94736842105263,21,101,31.526315789473685,0,440,103.0,0,924,5370.894736842105,1961,11427,0.00018028524977456366,0.0,0.0005099439061703213,478.89473684210526,132,1001,nan,21,44,nan,1961,11427,nan,132,948,nan,25.305466237942124,138.61307609860665,nan,21,65,10.789265230299542,1.1672521339086088,1.1893606317931387,8700,9099,16560.481,15.972,2658.808,0.004,16.645833333333332,27.899999999999995,1.0125000476837158,4.999999873689376e-05,5.9028153,-0.072371945,5.985851,0.7682283,0.016842058,2.771643,0.009999999776482582
-813.0,-10780.0,-3219.9583333333335,438.6666666666667,5,1429,False,10528,24,8,18fc46a28268444d8ad4c556fc2ee418,2021-06-17_13-03-34,1623935014,30.231647729873657,164.99151134490967,11391,gpu-os03,132.68.52.223,164.99151134490967,10528,8,0,03439820,"0_rules=_home_lina_NeuroCuts_packet_classification_classbench_acl5_1k,tree_gae_lambda=0.95",63.422918899607,25.305466237942124,183.35691318327974,36.333333333333336,21,101,12.166666666666666,0,292,35.083333333333336,21,101,24.958333333333332,0,440,81.54166666666667,0,924,5100.5,1819,11427,0.0001945873821132808,0.0,0.0005497526113249038,438.6666666666667,132,1001,nan,21,44,nan,1819,11427,nan,132,948,nan,25.305466237942124,138.61307609860665,nan,21,65,10.899260700882323,1.1488003685950996,1.190766289397917,10100,10528,17909.298,14.339,2685.337,0.004,14.985,27.9,1.0125000476837158,4.999999873689376e-05,3.5426903,-0.07534508,3.6282253,0.81620055,0.016638212,2.703663,0.009999999776482582
-518.0,-10780.0,-2709.2580645161293,380.38709677419354,7,1264,False,11792,31,9,18fc46a28268444d8ad4c556fc2ee418,2021-06-17_13-04-11,1623935051,37.392833948135376,202.38434529304504,11391,gpu-os03,132.68.52.223,202.38434529304504,11792,9,0,03439820,"0_rules=_home_lina_NeuroCuts_packet_classification_classbench_acl5_1k,tree_gae_lambda=0.95",56.28095287487466,22.392282958199356,183.35691318327974,34.03225806451613,19,101,9.419354838709678,0,292,32.483870967741936,19,101,19.322580645161292,0,440,63.12903225806452,0,924,4578.548387096775,1705,11427,0.00022858740996693755,0.0,0.0005865102639296188,380.38709677419354,113,1001,nan,19,44,nan,1705,11427,nan,113,948,nan,22.392282958199356,138.61307609860665,nan,19,65,11.337051664389229,1.1310835452615953,1.1893890863827605,11300,11792,19797.601,13.031,2662.346,0.004,13.814285714285713,27.904081632653064,1.0125000476837158,4.999999873689376e-05,4.113981,-0.07681766,4.20196,0.81096405,0.015181519,2.6533155,0.009999999776482582
-518.0,-10780.0,-2342.8684210526317,338.36842105263156,7,1066,False,12858,38,10,18fc46a28268444d8ad4c556fc2ee418,2021-06-17_13-04-30,1623935070,18.62241244316101,221.00675773620605,11391,gpu-os03,132.68.52.223,221.00675773620605,12858,10,0,03439820,"0_rules=_home_lina_NeuroCuts_packet_classification_classbench_acl5_1k,tree_gae_lambda=0.95",51.41388841879618,22.392282958199356,183.35691318327974,31.63157894736842,19,101,7.684210526315789,0,292,30.36842105263158,19,101,15.763157894736842,0,440,51.5,0,924,4187.105263157895,1705,11427,0.00025531629655554933,0.0,0.0005865102639296188,338.36842105263156,113,1001,nan,19,44,nan,1705,11427,nan,113,948,nan,22.392282958199356,138.61307609860665,nan,19,65,11.619967840362088,1.1187727198724715,1.1896791661083932,12300,12858,19473.562,11.976,2601.587,0.004,16.54230769230769,27.97307692307692,1.0125000476837158,4.999999873689376e-05,2.4499605,-0.08808939,2.5430102,0.84772664,0.020204764,2.5417812,0.009999999776482582
